"","FECHA","UNIDADES","YEAR","DIA","MES","DIA_SEMANA","FESTIVIDAD"
"440",2013-03-15,1297,2013,15,3,"viernes","dia_habil"
"441",2013-03-16,385,2013,16,3,"sabado","dia_habil"
"442",2013-03-17,0,2013,17,3,"domingo","dia_habil"
"443",2013-03-18,830,2013,18,3,"lunes","dia_habil"
"444",2013-03-19,1249,2013,19,3,"martes","dia_habil"
"445",2013-03-20,1341,2013,20,3,"miercoles","dia_habil"
"446",2013-03-21,1459,2013,21,3,"jueves","dia_habil"
"447",2013-03-22,1630,2013,22,3,"viernes","dia_habil"
"448",2013-03-23,532,2013,23,3,"sabado","dia_habil"
"449",2013-03-24,0,2013,24,3,"domingo","sem_santa"
"450",2013-03-25,0,2013,25,3,"lunes","sem_santa"
"451",2013-03-26,953,2013,26,3,"martes","sem_santa"
"452",2013-03-27,1104,2013,27,3,"miercoles","sem_santa"
"453",2013-03-28,14,2013,28,3,"jueves","sem_santa"
"454",2013-03-29,0,2013,29,3,"viernes","sem_santa"
"455",2013-03-30,2,2013,30,3,"sabado","sem_santa"
"456",2013-03-31,0,2013,31,3,"domingo","dia_habil"
"457",2013-04-01,588,2013,1,4,"lunes","dia_habil"
"458",2013-04-02,995,2013,2,4,"martes","dia_habil"
"459",2013-04-03,1165,2013,3,4,"miercoles","dia_habil"
"460",2013-04-04,1262,2013,4,4,"jueves","dia_habil"
"461",2013-04-05,1350,2013,5,4,"viernes","dia_habil"
"462",2013-04-06,301,2013,6,4,"sabado","dia_habil"
"463",2013-04-07,34,2013,7,4,"domingo","dia_habil"
"464",2013-04-08,874,2013,8,4,"lunes","dia_habil"
"465",2013-04-09,1221,2013,9,4,"martes","dia_habil"
"466",2013-04-10,1204,2013,10,4,"miercoles","dia_habil"
"467",2013-04-11,1285,2013,11,4,"jueves","dia_habil"
"468",2013-04-12,1279,2013,12,4,"viernes","dia_habil"
"469",2013-04-13,394,2013,13,4,"sabado","dia_habil"
"470",2013-04-14,16,2013,14,4,"domingo","dia_habil"
"471",2013-04-15,781,2013,15,4,"lunes","dia_habil"
"472",2013-04-16,1174,2013,16,4,"martes","dia_habil"
"473",2013-04-17,1153,2013,17,4,"miercoles","dia_habil"
"474",2013-04-18,1203,2013,18,4,"jueves","dia_habil"
"475",2013-04-19,1155,2013,19,4,"viernes","dia_habil"
"476",2013-04-20,348,2013,20,4,"sabado","dia_habil"
"477",2013-04-21,1,2013,21,4,"domingo","dia_habil"
"478",2013-04-22,778,2013,22,4,"lunes","dia_habil"
"479",2013-04-23,1090,2013,23,4,"martes","dia_habil"
"480",2013-04-24,1161,2013,24,4,"miercoles","dia_habil"
"481",2013-04-25,1392,2013,25,4,"jueves","dia_habil"
"482",2013-04-26,1433,2013,26,4,"viernes","dia_habil"
"483",2013-04-27,411,2013,27,4,"sabado","dia_habil"
"484",2013-04-28,0,2013,28,4,"domingo","dia_habil"
"485",2013-04-29,1015,2013,29,4,"lunes","dia_habil"
"486",2013-04-30,1570,2013,30,4,"martes","dia_habil"
"487",2013-05-01,19,2013,1,5,"miercoles","festivo"
"488",2013-05-02,963,2013,2,5,"jueves","dia_habil"
"489",2013-05-03,1202,2013,3,5,"viernes","dia_habil"
"490",2013-05-04,355,2013,4,5,"sabado","dia_habil"
"491",2013-05-05,5,2013,5,5,"domingo","dia_habil"
"492",2013-05-06,343,2013,6,5,"lunes","dia_habil"
"493",2013-05-07,657,2013,7,5,"martes","dia_habil"
"494",2013-05-08,1241,2013,8,5,"miercoles","dia_habil"
"495",2013-05-09,1428,2013,9,5,"jueves","dia_habil"
"496",2013-05-10,1626,2013,10,5,"viernes","dia_habil"
"497",2013-05-11,271,2013,11,5,"sabado","dia_habil"
"498",2013-05-12,1,2013,12,5,"domingo","madres"
"499",2013-05-13,0,2013,13,5,"lunes","festivo"
"500",2013-05-14,914,2013,14,5,"martes","dia_habil"
"501",2013-05-15,1155,2013,15,5,"miercoles","dia_habil"
"502",2013-05-16,1164,2013,16,5,"jueves","dia_habil"
"503",2013-05-17,1245,2013,17,5,"viernes","dia_habil"
"504",2013-05-18,336,2013,18,5,"sabado","dia_habil"
"505",2013-05-19,0,2013,19,5,"domingo","dia_habil"
"506",2013-05-20,765,2013,20,5,"lunes","dia_habil"
"507",2013-05-21,1087,2013,21,5,"martes","dia_habil"
"508",2013-05-22,1010,2013,22,5,"miercoles","dia_habil"
"509",2013-05-23,1251,2013,23,5,"jueves","dia_habil"
"510",2013-05-24,1117,2013,24,5,"viernes","dia_habil"
"511",2013-05-25,281,2013,25,5,"sabado","dia_habil"
"512",2013-05-26,4,2013,26,5,"domingo","dia_habil"
"513",2013-05-27,962,2013,27,5,"lunes","dia_habil"
"514",2013-05-28,1062,2013,28,5,"martes","dia_habil"
"515",2013-05-29,1357,2013,29,5,"miercoles","dia_habil"
"516",2013-05-30,1485,2013,30,5,"jueves","dia_habil"
"517",2013-05-31,1529,2013,31,5,"viernes","dia_habil"
"518",2013-06-01,300,2013,1,6,"sabado","dia_habil"
"519",2013-06-02,3,2013,2,6,"domingo","dia_habil"
"520",2013-06-03,0,2013,3,6,"lunes","festivo"
"521",2013-06-04,698,2013,4,6,"martes","dia_habil"
"522",2013-06-05,1071,2013,5,6,"miercoles","dia_habil"
"523",2013-06-06,1184,2013,6,6,"jueves","dia_habil"
"524",2013-06-07,1382,2013,7,6,"viernes","dia_habil"
"525",2013-06-08,352,2013,8,6,"sabado","dia_habil"
"526",2013-06-09,0,2013,9,6,"domingo","dia_habil"
"527",2013-06-10,0,2013,10,6,"lunes","festivo"
"528",2013-06-11,758,2013,11,6,"martes","dia_habil"
"529",2013-06-12,1102,2013,12,6,"miercoles","dia_habil"
"530",2013-06-13,1238,2013,13,6,"jueves","dia_habil"
"531",2013-06-14,1211,2013,14,6,"viernes","dia_habil"
"532",2013-06-15,408,2013,15,6,"sabado","dia_habil"
"533",2013-06-16,1,2013,16,6,"domingo","dia_habil"
"534",2013-06-17,933,2013,17,6,"lunes","dia_habil"
"535",2013-06-18,932,2013,18,6,"martes","dia_habil"
"536",2013-06-19,1103,2013,19,6,"miercoles","dia_habil"
"537",2013-06-20,1213,2013,20,6,"jueves","dia_habil"
"538",2013-06-21,1329,2013,21,6,"viernes","dia_habil"
"539",2013-06-22,337,2013,22,6,"sabado","dia_habil"
"540",2013-06-23,0,2013,23,6,"domingo","dia_habil"
"541",2013-06-24,788,2013,24,6,"lunes","dia_habil"
"542",2013-06-25,1308,2013,25,6,"martes","dia_habil"
"543",2013-06-26,1345,2013,26,6,"miercoles","dia_habil"
"544",2013-06-27,1510,2013,27,6,"jueves","dia_habil"
"545",2013-06-28,1656,2013,28,6,"viernes","dia_habil"
"546",2013-06-29,537,2013,29,6,"sabado","dia_habil"
"547",2013-06-30,20,2013,30,6,"domingo","dia_habil"
"548",2013-07-01,0,2013,1,7,"lunes","festivo"
"549",2013-07-02,689,2013,2,7,"martes","dia_habil"
"550",2013-07-03,1045,2013,3,7,"miercoles","dia_habil"
"551",2013-07-04,1101,2013,4,7,"jueves","dia_habil"
"552",2013-07-05,1185,2013,5,7,"viernes","dia_habil"
"553",2013-07-06,464,2013,6,7,"sabado","dia_habil"
"554",2013-07-07,0,2013,7,7,"domingo","dia_habil"
"555",2013-07-08,871,2013,8,7,"lunes","dia_habil"
"556",2013-07-09,1231,2013,9,7,"martes","dia_habil"
"557",2013-07-10,1270,2013,10,7,"miercoles","dia_habil"
"558",2013-07-11,1315,2013,11,7,"jueves","dia_habil"
"559",2013-07-12,1249,2013,12,7,"viernes","dia_habil"
"560",2013-07-13,358,2013,13,7,"sabado","dia_habil"
"561",2013-07-14,0,2013,14,7,"domingo","dia_habil"
"562",2013-07-15,629,2013,15,7,"lunes","dia_habil"
"563",2013-07-16,1029,2013,16,7,"martes","dia_habil"
"564",2013-07-17,1147,2013,17,7,"miercoles","dia_habil"
"565",2013-07-18,1288,2013,18,7,"jueves","dia_habil"
"566",2013-07-19,1175,2013,19,7,"viernes","dia_habil"
"567",2013-07-20,111,2013,20,7,"sabado","festivo"
"568",2013-07-21,0,2013,21,7,"domingo","dia_habil"
"569",2013-07-22,889,2013,22,7,"lunes","dia_habil"
"570",2013-07-23,933,2013,23,7,"martes","dia_habil"
"571",2013-07-24,1348,2013,24,7,"miercoles","dia_habil"
"572",2013-07-25,1224,2013,25,7,"jueves","dia_habil"
"573",2013-07-26,1268,2013,26,7,"viernes","dia_habil"
"574",2013-07-27,463,2013,27,7,"sabado","dia_habil"
"575",2013-07-28,0,2013,28,7,"domingo","dia_habil"
"576",2013-07-29,985,2013,29,7,"lunes","dia_habil"
"577",2013-07-30,1272,2013,30,7,"martes","dia_habil"
"578",2013-07-31,1666,2013,31,7,"miercoles","dia_habil"
"579",2013-08-01,1173,2013,1,8,"jueves","dia_habil"
"580",2013-08-02,1155,2013,2,8,"viernes","dia_habil"
"581",2013-08-03,332,2013,3,8,"sabado","dia_habil"
"582",2013-08-04,0,2013,4,8,"domingo","dia_habil"
"583",2013-08-05,737,2013,5,8,"lunes","dia_habil"
"584",2013-08-06,1170,2013,6,8,"martes","dia_habil"
"585",2013-08-07,23,2013,7,8,"miercoles","festivo"
"586",2013-08-08,836,2013,8,8,"jueves","dia_habil"
"587",2013-08-09,1133,2013,9,8,"viernes","dia_habil"
"588",2013-08-10,504,2013,10,8,"sabado","dia_habil"
"589",2013-08-11,1,2013,11,8,"domingo","dia_habil"
"590",2013-08-12,1036,2013,12,8,"lunes","dia_habil"
"591",2013-08-13,1361,2013,13,8,"martes","dia_habil"
"592",2013-08-14,1401,2013,14,8,"miercoles","dia_habil"
"593",2013-08-15,1314,2013,15,8,"jueves","dia_habil"
"594",2013-08-16,1200,2013,16,8,"viernes","dia_habil"
"595",2013-08-17,299,2013,17,8,"sabado","dia_habil"
"596",2013-08-18,0,2013,18,8,"domingo","dia_habil"
"597",2013-08-19,0,2013,19,8,"lunes","festivo"
"598",2013-08-20,755,2013,20,8,"martes","dia_habil"
"599",2013-08-21,1064,2013,21,8,"miercoles","dia_habil"
"600",2013-08-22,1015,2013,22,8,"jueves","dia_habil"
"601",2013-08-23,1283,2013,23,8,"viernes","dia_habil"
"602",2013-08-24,300,2013,24,8,"sabado","dia_habil"
"603",2013-08-25,0,2013,25,8,"domingo","dia_habil"
"604",2013-08-26,828,2013,26,8,"lunes","dia_habil"
"605",2013-08-27,883,2013,27,8,"martes","dia_habil"
"606",2013-08-28,1209,2013,28,8,"miercoles","dia_habil"
"607",2013-08-29,1148,2013,29,8,"jueves","dia_habil"
"608",2013-08-30,1265,2013,30,8,"viernes","dia_habil"
"609",2013-08-31,431,2013,31,8,"sabado","dia_habil"
"610",2013-09-01,0,2013,1,9,"domingo","dia_habil"
"611",2013-09-02,742,2013,2,9,"lunes","dia_habil"
"612",2013-09-03,907,2013,3,9,"martes","dia_habil"
"613",2013-09-04,1075,2013,4,9,"miercoles","dia_habil"
"614",2013-09-05,1152,2013,5,9,"jueves","dia_habil"
"615",2013-09-06,1087,2013,6,9,"viernes","dia_habil"
"616",2013-09-07,310,2013,7,9,"sabado","dia_habil"
"617",2013-09-08,0,2013,8,9,"domingo","dia_habil"
"618",2013-09-09,878,2013,9,9,"lunes","dia_habil"
"619",2013-09-10,1275,2013,10,9,"martes","dia_habil"
"620",2013-09-11,1284,2013,11,9,"miercoles","dia_habil"
"621",2013-09-12,1249,2013,12,9,"jueves","dia_habil"
"622",2013-09-13,1227,2013,13,9,"viernes","dia_habil"
"623",2013-09-14,303,2013,14,9,"sabado","dia_habil"
"624",2013-09-15,6,2013,15,9,"domingo","dia_habil"
"625",2013-09-16,912,2013,16,9,"lunes","dia_habil"
"626",2013-09-17,1124,2013,17,9,"martes","dia_habil"
"627",2013-09-18,1225,2013,18,9,"miercoles","dia_habil"
"628",2013-09-19,1233,2013,19,9,"jueves","dia_habil"
"629",2013-09-20,1143,2013,20,9,"viernes","dia_habil"
"630",2013-09-21,300,2013,21,9,"sabado","dia_habil"
"631",2013-09-22,0,2013,22,9,"domingo","dia_habil"
"632",2013-09-23,851,2013,23,9,"lunes","dia_habil"
"633",2013-09-24,1121,2013,24,9,"martes","dia_habil"
"634",2013-09-25,1276,2013,25,9,"miercoles","dia_habil"
"635",2013-09-26,1388,2013,26,9,"jueves","dia_habil"
"636",2013-09-27,1307,2013,27,9,"viernes","dia_habil"
"637",2013-09-28,376,2013,28,9,"sabado","dia_habil"
"638",2013-09-29,0,2013,29,9,"domingo","dia_habil"
"639",2013-09-30,1099,2013,30,9,"lunes","dia_habil"
"640",2013-10-01,1093,2013,1,10,"martes","dia_habil"
"641",2013-10-02,749,2013,2,10,"miercoles","dia_habil"
"642",2013-10-03,1235,2013,3,10,"jueves","dia_habil"
"643",2013-10-04,1340,2013,4,10,"viernes","dia_habil"
"644",2013-10-05,338,2013,5,10,"sabado","dia_habil"
"645",2013-10-06,0,2013,6,10,"domingo","dia_habil"
"646",2013-10-07,983,2013,7,10,"lunes","dia_habil"
"647",2013-10-08,1252,2013,8,10,"martes","dia_habil"
"648",2013-10-09,1292,2013,9,10,"miercoles","dia_habil"
"649",2013-10-10,1358,2013,10,10,"jueves","dia_habil"
"650",2013-10-11,1283,2013,11,10,"viernes","dia_habil"
"651",2013-10-12,288,2013,12,10,"sabado","dia_habil"
"652",2013-10-13,0,2013,13,10,"domingo","dia_habil"
"653",2013-10-14,0,2013,14,10,"lunes","festivo"
"654",2013-10-15,651,2013,15,10,"martes","dia_habil"
"655",2013-10-16,1070,2013,16,10,"miercoles","dia_habil"
"656",2013-10-17,1161,2013,17,10,"jueves","dia_habil"
"657",2013-10-18,1124,2013,18,10,"viernes","dia_habil"
"658",2013-10-19,299,2013,19,10,"sabado","dia_habil"
"659",2013-10-20,0,2013,20,10,"domingo","dia_habil"
"660",2013-10-21,853,2013,21,10,"lunes","dia_habil"
"661",2013-10-22,995,2013,22,10,"martes","dia_habil"
"662",2013-10-23,1115,2013,23,10,"miercoles","dia_habil"
"663",2013-10-24,1237,2013,24,10,"jueves","dia_habil"
"664",2013-10-25,1180,2013,25,10,"viernes","dia_habil"
"665",2013-10-26,277,2013,26,10,"sabado","dia_habil"
"666",2013-10-27,0,2013,27,10,"domingo","dia_habil"
"667",2013-10-28,897,2013,28,10,"lunes","dia_habil"
"668",2013-10-29,1249,2013,29,10,"martes","dia_habil"
"669",2013-10-30,1413,2013,30,10,"miercoles","dia_habil"
"670",2013-10-31,1969,2013,31,10,"jueves","brujas"
"671",2013-11-01,1143,2013,1,11,"viernes","dia_habil"
"672",2013-11-02,274,2013,2,11,"sabado","dia_habil"
"673",2013-11-03,0,2013,3,11,"domingo","dia_habil"
"674",2013-11-04,0,2013,4,11,"lunes","festivo"
"675",2013-11-05,883,2013,5,11,"martes","dia_habil"
"676",2013-11-06,1058,2013,6,11,"miercoles","dia_habil"
"677",2013-11-07,1395,2013,7,11,"jueves","dia_habil"
"678",2013-11-08,1291,2013,8,11,"viernes","dia_habil"
"679",2013-11-09,278,2013,9,11,"sabado","dia_habil"
"680",2013-11-10,2,2013,10,11,"domingo","dia_habil"
"681",2013-11-11,0,2013,11,11,"lunes","festivo"
"682",2013-11-12,917,2013,12,11,"martes","dia_habil"
"683",2013-11-13,1228,2013,13,11,"miercoles","dia_habil"
"684",2013-11-14,1334,2013,14,11,"jueves","dia_habil"
"685",2013-11-15,1394,2013,15,11,"viernes","dia_habil"
"686",2013-11-16,314,2013,16,11,"sabado","dia_habil"
"687",2013-11-17,0,2013,17,11,"domingo","dia_habil"
"688",2013-11-18,883,2013,18,11,"lunes","dia_habil"
"689",2013-11-19,1157,2013,19,11,"martes","dia_habil"
"690",2013-11-20,1301,2013,20,11,"miercoles","dia_habil"
"691",2013-11-21,1290,2013,21,11,"jueves","dia_habil"
"692",2013-11-22,1277,2013,22,11,"viernes","dia_habil"
"693",2013-11-23,354,2013,23,11,"sabado","dia_habil"
"694",2013-11-24,0,2013,24,11,"domingo","dia_habil"
"695",2013-11-25,957,2013,25,11,"lunes","dia_habil"
"696",2013-11-26,1307,2013,26,11,"martes","dia_habil"
"697",2013-11-27,1439,2013,27,11,"miercoles","dia_habil"
"698",2013-11-28,1389,2013,28,11,"jueves","dia_habil"
"699",2013-11-29,1656,2013,29,11,"viernes","dia_habil"
"700",2013-11-30,558,2013,30,11,"sabado","dia_habil"
"701",2013-12-01,7,2013,1,12,"domingo","dia_habil"
"702",2013-12-02,792,2013,2,12,"lunes","dia_habil"
"703",2013-12-03,1064,2013,3,12,"martes","dia_habil"
"704",2013-12-04,1170,2013,4,12,"miercoles","dia_habil"
"705",2013-12-05,1313,2013,5,12,"jueves","dia_habil"
"706",2013-12-06,1433,2013,6,12,"viernes","dia_habil"
"707",2013-12-07,400,2013,7,12,"sabado","dia_habil"
"708",2013-12-08,0,2013,8,12,"domingo","festivo"
"709",2013-12-09,1101,2013,9,12,"lunes","dia_habil"
"710",2013-12-10,1314,2013,10,12,"martes","dia_habil"
"711",2013-12-11,1439,2013,11,12,"miercoles","dia_habil"
"712",2013-12-12,1574,2013,12,12,"jueves","dia_habil"
"713",2013-12-13,1790,2013,13,12,"viernes","dia_habil"
"714",2013-12-14,450,2013,14,12,"sabado","dia_habil"
"715",2013-12-15,3,2013,15,12,"domingo","dia_habil"
"716",2013-12-16,1043,2013,16,12,"lunes","dia_habil"
"717",2013-12-17,1439,2013,17,12,"martes","dia_habil"
"718",2013-12-18,1686,2013,18,12,"miercoles","dia_habil"
"719",2013-12-19,1810,2013,19,12,"jueves","dia_habil"
"720",2013-12-20,1866,2013,20,12,"viernes","dia_habil"
"721",2013-12-21,621,2013,21,12,"sabado","dia_habil"
"722",2013-12-22,1,2013,22,12,"domingo","dia_habil"
"723",2013-12-23,1591,2013,23,12,"lunes","dia_habil"
"724",2013-12-24,1168,2013,24,12,"martes","dia_habil"
"725",2013-12-25,0,2013,25,12,"miercoles","navidad"
"726",2013-12-26,1322,2013,26,12,"jueves","dia_habil"
"727",2013-12-27,2016,2013,27,12,"viernes","dia_habil"
"728",2013-12-28,1043,2013,28,12,"sabado","dia_habil"
"729",2013-12-29,1,2013,29,12,"domingo","dia_habil"
"730",2013-12-30,1927,2013,30,12,"lunes","dia_habil"
"731",2013-12-31,428,2013,31,12,"martes","a_viejo"
"732",2014-01-01,0,2014,1,1,"miercoles","a_nuevo"
"733",2014-01-02,164,2014,2,1,"jueves","dia_habil"
"734",2014-01-03,289,2014,3,1,"viernes","dia_habil"
"735",2014-01-04,163,2014,4,1,"sabado","dia_habil"
"736",2014-01-05,0,2014,5,1,"domingo","dia_habil"
"737",2014-01-06,0,2014,6,1,"lunes","dia_habil"
"738",2014-01-07,547,2014,7,1,"martes","dia_habil"
"739",2014-01-08,718,2014,8,1,"miercoles","dia_habil"
"740",2014-01-09,627,2014,9,1,"jueves","dia_habil"
"741",2014-01-10,1269,2014,10,1,"viernes","dia_habil"
"742",2014-01-11,348,2014,11,1,"sabado","dia_habil"
"743",2014-01-12,0,2014,12,1,"domingo","dia_habil"
"744",2014-01-13,854,2014,13,1,"lunes","festivo"
"745",2014-01-14,755,2014,14,1,"martes","dia_habil"
"746",2014-01-15,1223,2014,15,1,"miercoles","dia_habil"
"747",2014-01-16,985,2014,16,1,"jueves","dia_habil"
"748",2014-01-17,1113,2014,17,1,"viernes","dia_habil"
"749",2014-01-18,136,2014,18,1,"sabado","dia_habil"
"750",2014-01-19,1,2014,19,1,"domingo","dia_habil"
"751",2014-01-20,634,2014,20,1,"lunes","dia_habil"
"752",2014-01-21,1025,2014,21,1,"martes","dia_habil"
"753",2014-01-22,1140,2014,22,1,"miercoles","dia_habil"
"754",2014-01-23,1052,2014,23,1,"jueves","dia_habil"
"755",2014-01-24,931,2014,24,1,"viernes","dia_habil"
"756",2014-01-25,397,2014,25,1,"sabado","dia_habil"
"757",2014-01-26,1,2014,26,1,"domingo","dia_habil"
"758",2014-01-27,599,2014,27,1,"lunes","dia_habil"
"759",2014-01-28,1195,2014,28,1,"martes","dia_habil"
"760",2014-01-29,1177,2014,29,1,"miercoles","dia_habil"
"761",2014-01-30,1158,2014,30,1,"jueves","dia_habil"
"762",2014-01-31,1719,2014,31,1,"viernes","dia_habil"
"763",2014-02-01,231,2014,1,2,"sabado","dia_habil"
"764",2014-02-02,6,2014,2,2,"domingo","dia_habil"
"765",2014-02-03,708,2014,3,2,"lunes","dia_habil"
"766",2014-02-04,940,2014,4,2,"martes","dia_habil"
"767",2014-02-05,1091,2014,5,2,"miercoles","dia_habil"
"768",2014-02-06,1325,2014,6,2,"jueves","dia_habil"
"769",2014-02-07,1317,2014,7,2,"viernes","dia_habil"
"770",2014-02-08,351,2014,8,2,"sabado","dia_habil"
"771",2014-02-09,0,2014,9,2,"domingo","dia_habil"
"772",2014-02-10,936,2014,10,2,"lunes","dia_habil"
"773",2014-02-11,953,2014,11,2,"martes","dia_habil"
"774",2014-02-12,1291,2014,12,2,"miercoles","dia_habil"
"775",2014-02-13,1115,2014,13,2,"jueves","dia_habil"
"776",2014-02-14,1226,2014,14,2,"viernes","dia_habil"
"777",2014-02-15,293,2014,15,2,"sabado","dia_habil"
"778",2014-02-16,0,2014,16,2,"domingo","dia_habil"
"779",2014-02-17,848,2014,17,2,"lunes","dia_habil"
"780",2014-02-18,1030,2014,18,2,"martes","dia_habil"
"781",2014-02-19,1075,2014,19,2,"miercoles","dia_habil"
"782",2014-02-20,1085,2014,20,2,"jueves","dia_habil"
"783",2014-02-21,1188,2014,21,2,"viernes","dia_habil"
"784",2014-02-22,310,2014,22,2,"sabado","dia_habil"
"785",2014-02-23,0,2014,23,2,"domingo","dia_habil"
"786",2014-02-24,861,2014,24,2,"lunes","dia_habil"
"787",2014-02-25,1123,2014,25,2,"martes","dia_habil"
"788",2014-02-26,1321,2014,26,2,"miercoles","dia_habil"
"789",2014-02-27,1476,2014,27,2,"jueves","dia_habil"
"790",2014-02-28,1770,2014,28,2,"viernes","dia_habil"
"791",2014-03-01,211,2014,1,3,"sabado","dia_habil"
"792",2014-03-02,0,2014,2,3,"domingo","dia_habil"
"793",2014-03-03,660,2014,3,3,"lunes","dia_habil"
"794",2014-03-04,867,2014,4,3,"martes","dia_habil"
"795",2014-03-05,1021,2014,5,3,"miercoles","dia_habil"
"796",2014-03-06,1175,2014,6,3,"jueves","dia_habil"
"797",2014-03-07,1327,2014,7,3,"viernes","dia_habil"
"798",2014-03-08,331,2014,8,3,"sabado","dia_habil"
"799",2014-03-09,0,2014,9,3,"domingo","dia_habil"
"800",2014-03-10,831,2014,10,3,"lunes","dia_habil"
"801",2014-03-11,1166,2014,11,3,"martes","dia_habil"
"802",2014-03-12,1163,2014,12,3,"miercoles","dia_habil"
"803",2014-03-13,1216,2014,13,3,"jueves","dia_habil"
"804",2014-03-14,1220,2014,14,3,"viernes","dia_habil"
"805",2014-03-15,343,2014,15,3,"sabado","dia_habil"
"806",2014-03-16,6,2014,16,3,"domingo","dia_habil"
"807",2014-03-17,735,2014,17,3,"lunes","dia_habil"
"808",2014-03-18,1061,2014,18,3,"martes","dia_habil"
"809",2014-03-19,1135,2014,19,3,"miercoles","dia_habil"
"810",2014-03-20,1240,2014,20,3,"jueves","dia_habil"
"811",2014-03-21,1374,2014,21,3,"viernes","dia_habil"
"812",2014-03-22,335,2014,22,3,"sabado","dia_habil"
"813",2014-03-23,1,2014,23,3,"domingo","dia_habil"
"814",2014-03-24,0,2014,24,3,"lunes","festivo"
"815",2014-03-25,879,2014,25,3,"martes","dia_habil"
"816",2014-03-26,1303,2014,26,3,"miercoles","dia_habil"
"817",2014-03-27,1439,2014,27,3,"jueves","dia_habil"
"818",2014-03-28,1280,2014,28,3,"viernes","dia_habil"
"819",2014-03-29,653,2014,29,3,"sabado","dia_habil"
"820",2014-03-30,2,2014,30,3,"domingo","dia_habil"
"821",2014-03-31,1210,2014,31,3,"lunes","dia_habil"
"822",2014-04-01,1219,2014,1,4,"martes","dia_habil"
"823",2014-04-02,960,2014,2,4,"miercoles","dia_habil"
"824",2014-04-03,1220,2014,3,4,"jueves","dia_habil"
"825",2014-04-04,1438,2014,4,4,"viernes","dia_habil"
"826",2014-04-05,382,2014,5,4,"sabado","dia_habil"
"827",2014-04-06,0,2014,6,4,"domingo","dia_habil"
"828",2014-04-07,1087,2014,7,4,"lunes","dia_habil"
"829",2014-04-08,1290,2014,8,4,"martes","dia_habil"
"830",2014-04-09,1480,2014,9,4,"miercoles","dia_habil"
"831",2014-04-10,1582,2014,10,4,"jueves","dia_habil"
"832",2014-04-11,1575,2014,11,4,"viernes","dia_habil"
"833",2014-04-12,228,2014,12,4,"sabado","dia_habil"
"834",2014-04-13,0,2014,13,4,"domingo","sem_santa"
"835",2014-04-14,1321,2014,14,4,"lunes","sem_santa"
"836",2014-04-15,1133,2014,15,4,"martes","sem_santa"
"837",2014-04-16,886,2014,16,4,"miercoles","sem_santa"
"838",2014-04-17,0,2014,17,4,"jueves","sem_santa"
"839",2014-04-18,0,2014,18,4,"viernes","sem_santa"
"840",2014-04-19,0,2014,19,4,"sabado","sem_santa"
"841",2014-04-20,0,2014,20,4,"domingo","dia_habil"
"842",2014-04-21,684,2014,21,4,"lunes","dia_habil"
"843",2014-04-22,1079,2014,22,4,"martes","dia_habil"
"844",2014-04-23,1182,2014,23,4,"miercoles","dia_habil"
"845",2014-04-24,1386,2014,24,4,"jueves","dia_habil"
"846",2014-04-25,1157,2014,25,4,"viernes","dia_habil"
"847",2014-04-26,479,2014,26,4,"sabado","dia_habil"
"848",2014-04-27,1,2014,27,4,"domingo","dia_habil"
"849",2014-04-28,1081,2014,28,4,"lunes","dia_habil"
"850",2014-04-29,1427,2014,29,4,"martes","dia_habil"
"851",2014-04-30,1945,2014,30,4,"miercoles","dia_habil"
"852",2014-05-01,2,2014,1,5,"jueves","festivo"
"853",2014-05-02,917,2014,2,5,"viernes","dia_habil"
"854",2014-05-03,294,2014,3,5,"sabado","dia_habil"
"855",2014-05-04,1,2014,4,5,"domingo","dia_habil"
"856",2014-05-05,849,2014,5,5,"lunes","dia_habil"
"857",2014-05-06,1070,2014,6,5,"martes","dia_habil"
"858",2014-05-07,1127,2014,7,5,"miercoles","dia_habil"
"859",2014-05-08,1240,2014,8,5,"jueves","dia_habil"
"860",2014-05-09,1202,2014,9,5,"viernes","dia_habil"
"861",2014-05-10,316,2014,10,5,"sabado","dia_habil"
"862",2014-05-11,0,2014,11,5,"domingo","madres"
"863",2014-05-12,788,2014,12,5,"lunes","dia_habil"
"864",2014-05-13,1193,2014,13,5,"martes","dia_habil"
"865",2014-05-14,1272,2014,14,5,"miercoles","dia_habil"
"866",2014-05-15,1218,2014,15,5,"jueves","dia_habil"
"867",2014-05-16,1235,2014,16,5,"viernes","dia_habil"
"868",2014-05-17,362,2014,17,5,"sabado","dia_habil"
"869",2014-05-18,1,2014,18,5,"domingo","dia_habil"
"870",2014-05-19,822,2014,19,5,"lunes","dia_habil"
"871",2014-05-20,1140,2014,20,5,"martes","dia_habil"
"872",2014-05-21,1210,2014,21,5,"miercoles","dia_habil"
"873",2014-05-22,1249,2014,22,5,"jueves","dia_habil"
"874",2014-05-23,1227,2014,23,5,"viernes","dia_habil"
"875",2014-05-24,390,2014,24,5,"sabado","dia_habil"
"876",2014-05-25,0,2014,25,5,"domingo","dia_habil"
"877",2014-05-26,729,2014,26,5,"lunes","dia_habil"
"878",2014-05-27,1282,2014,27,5,"martes","dia_habil"
"879",2014-05-28,1689,2014,28,5,"miercoles","dia_habil"
"880",2014-05-29,1625,2014,29,5,"jueves","dia_habil"
"881",2014-05-30,1890,2014,30,5,"viernes","dia_habil"
"882",2014-05-31,673,2014,31,5,"sabado","dia_habil"
"883",2014-06-01,1,2014,1,6,"domingo","dia_habil"
