FECHA;UNIDADES;YEAR;DIA;MES;DIA_SEMANA;FESTIVIDAD
29/04/2014;1427;2014;29;4;martes;dia_habil
30/04/2014;1945;2014;30;4;miercoles;dia_habil
1/05/2014;2;2014;1;5;jueves;festivo
2/05/2014;917;2014;2;5;viernes;dia_habil
3/05/2014;294;2014;3;5;sabado;dia_habil
4/05/2014;1;2014;4;5;domingo;dia_habil
5/05/2014;849;2014;5;5;lunes;dia_habil
6/05/2014;1070;2014;6;5;martes;dia_habil
7/05/2014;1127;2014;7;5;miercoles;dia_habil
8/05/2014;1240;2014;8;5;jueves;dia_habil
9/05/2014;1202;2014;9;5;viernes;dia_habil
10/05/2014;316;2014;10;5;sabado;dia_habil
11/05/2014;0;2014;11;5;domingo;madres
12/05/2014;788;2014;12;5;lunes;dia_habil
13/05/2014;1193;2014;13;5;martes;dia_habil
14/05/2014;1272;2014;14;5;miercoles;dia_habil
15/05/2014;1218;2014;15;5;jueves;dia_habil
16/05/2014;1235;2014;16;5;viernes;dia_habil
17/05/2014;362;2014;17;5;sabado;dia_habil
18/05/2014;1;2014;18;5;domingo;dia_habil
19/05/2014;822;2014;19;5;lunes;dia_habil
20/05/2014;1140;2014;20;5;martes;dia_habil
21/05/2014;1210;2014;21;5;miercoles;dia_habil
22/05/2014;1249;2014;22;5;jueves;dia_habil
23/05/2014;1227;2014;23;5;viernes;dia_habil
24/05/2014;390;2014;24;5;sabado;dia_habil
25/05/2014;0;2014;25;5;domingo;dia_habil
26/05/2014;729;2014;26;5;lunes;dia_habil
27/05/2014;1282;2014;27;5;martes;dia_habil
28/05/2014;1689;2014;28;5;miercoles;dia_habil
29/05/2014;1625;2014;29;5;jueves;dia_habil
30/05/2014;1890;2014;30;5;viernes;dia_habil
31/05/2014;673;2014;31;5;sabado;dia_habil
1/06/2014;1;2014;1;6;domingo;dia_habil
2/06/2014;0;2014;2;6;lunes;festivo
3/06/2014;760;2014;3;6;martes;dia_habil
4/06/2014;998;2014;4;6;miercoles;dia_habil
5/06/2014;1232;2014;5;6;jueves;dia_habil
6/06/2014;1229;2014;6;6;viernes;dia_habil
7/06/2014;368;2014;7;6;sabado;dia_habil
8/06/2014;1;2014;8;6;domingo;dia_habil
9/06/2014;1049;2014;9;6;lunes;dia_habil
10/06/2014;1213;2014;10;6;martes;dia_habil
11/06/2014;1317;2014;11;6;miercoles;dia_habil
12/06/2014;1233;2014;12;6;jueves;dia_habil
13/06/2014;847;2014;13;6;viernes;dia_habil
14/06/2014;410;2014;14;6;sabado;dia_habil
15/06/2014;0;2014;15;6;domingo;dia_habil
16/06/2014;1102;2014;16;6;lunes;dia_habil
17/06/2014;1195;2014;17;6;martes;dia_habil
18/06/2014;1161;2014;18;6;miercoles;dia_habil
19/06/2014;1198;2014;19;6;jueves;dia_habil
20/06/2014;1232;2014;20;6;viernes;dia_habil
21/06/2014;333;2014;21;6;sabado;dia_habil
22/06/2014;1;2014;22;6;domingo;dia_habil
23/06/2014;0;2014;23;6;lunes;festivo
24/06/2014;829;2014;24;6;martes;dia_habil
25/06/2014;1220;2014;25;6;miercoles;dia_habil
26/06/2014;1489;2014;26;6;jueves;dia_habil
27/06/2014;1889;2014;27;6;viernes;dia_habil
28/06/2014;839;2014;28;6;sabado;dia_habil
29/06/2014;1;2014;29;6;domingo;dia_habil
30/06/2014;5;2014;30;6;lunes;festivo
1/07/2014;543;2014;1;7;martes;dia_habil
2/07/2014;1001;2014;2;7;miercoles;dia_habil
3/07/2014;1143;2014;3;7;jueves;dia_habil
4/07/2014;920;2014;4;7;viernes;dia_habil
5/07/2014;245;2014;5;7;sabado;dia_habil
6/07/2014;0;2014;6;7;domingo;dia_habil
7/07/2014;768;2014;7;7;lunes;dia_habil
8/07/2014;1172;2014;8;7;martes;dia_habil
9/07/2014;1181;2014;9;7;miercoles;dia_habil
10/07/2014;1273;2014;10;7;jueves;dia_habil
11/07/2014;1229;2014;11;7;viernes;dia_habil
12/07/2014;383;2014;12;7;sabado;dia_habil
13/07/2014;1;2014;13;7;domingo;dia_habil
14/07/2014;952;2014;14;7;lunes;dia_habil
15/07/2014;1174;2014;15;7;martes;dia_habil
16/07/2014;955;2014;16;7;miercoles;dia_habil
17/07/2014;1345;2014;17;7;jueves;dia_habil
18/07/2014;1133;2014;18;7;viernes;dia_habil
19/07/2014;329;2014;19;7;sabado;dia_habil
20/07/2014;2;2014;20;7;domingo;festivo
21/07/2014;686;2014;21;7;lunes;dia_habil
22/07/2014;1212;2014;22;7;martes;dia_habil
23/07/2014;1168;2014;23;7;miercoles;dia_habil
24/07/2014;1334;2014;24;7;jueves;dia_habil
25/07/2014;1260;2014;25;7;viernes;dia_habil
26/07/2014;528;2014;26;7;sabado;dia_habil
27/07/2014;3;2014;27;7;domingo;dia_habil
28/07/2014;1075;2014;28;7;lunes;dia_habil
29/07/2014;1476;2014;29;7;martes;dia_habil
30/07/2014;1724;2014;30;7;miercoles;dia_habil
31/07/2014;1552;2014;31;7;jueves;dia_habil
1/08/2014;1604;2014;1;8;viernes;dia_habil
2/08/2014;318;2014;2;8;sabado;dia_habil
3/08/2014;0;2014;3;8;domingo;dia_habil
4/08/2014;825;2014;4;8;lunes;dia_habil
5/08/2014;1034;2014;5;8;martes;dia_habil
6/08/2014;1318;2014;6;8;miercoles;dia_habil
7/08/2014;4;2014;7;8;jueves;festivo
8/08/2014;1239;2014;8;8;viernes;dia_habil
9/08/2014;368;2014;9;8;sabado;dia_habil
10/08/2014;1;2014;10;8;domingo;dia_habil
11/08/2014;1047;2014;11;8;lunes;dia_habil
12/08/2014;1160;2014;12;8;martes;dia_habil
13/08/2014;1553;2014;13;8;miercoles;dia_habil
14/08/2014;1604;2014;14;8;jueves;dia_habil
15/08/2014;1423;2014;15;8;viernes;dia_habil
16/08/2014;344;2014;16;8;sabado;dia_habil
17/08/2014;0;2014;17;8;domingo;dia_habil
18/08/2014;0;2014;18;8;lunes;festivo
19/08/2014;927;2014;19;8;martes;dia_habil
20/08/2014;1108;2014;20;8;miercoles;dia_habil
21/08/2014;1291;2014;21;8;jueves;dia_habil
22/08/2014;1400;2014;22;8;viernes;dia_habil
23/08/2014;384;2014;23;8;sabado;dia_habil
24/08/2014;1;2014;24;8;domingo;dia_habil
25/08/2014;865;2014;25;8;lunes;dia_habil
26/08/2014;1479;2014;26;8;martes;dia_habil
27/08/2014;1622;2014;27;8;miercoles;dia_habil
28/08/2014;1723;2014;28;8;jueves;dia_habil
29/08/2014;1969;2014;29;8;viernes;dia_habil
30/08/2014;917;2014;30;8;sabado;dia_habil
31/08/2014;8;2014;31;8;domingo;dia_habil
1/09/2014;810;2014;1;9;lunes;dia_habil
2/09/2014;803;2014;2;9;martes;dia_habil
3/09/2014;1297;2014;3;9;miercoles;dia_habil
4/09/2014;1477;2014;4;9;jueves;dia_habil
5/09/2014;1346;2014;5;9;viernes;dia_habil
6/09/2014;408;2014;6;9;sabado;dia_habil
7/09/2014;1;2014;7;9;domingo;dia_habil
8/09/2014;1042;2014;8;9;lunes;dia_habil
9/09/2014;1254;2014;9;9;martes;dia_habil
10/09/2014;1497;2014;10;9;miercoles;dia_habil
11/09/2014;1378;2014;11;9;jueves;dia_habil
12/09/2014;1256;2014;12;9;viernes;dia_habil
13/09/2014;472;2014;13;9;sabado;dia_habil
14/09/2014;1;2014;14;9;domingo;dia_habil
15/09/2014;938;2014;15;9;lunes;dia_habil
16/09/2014;1225;2014;16;9;martes;dia_habil
17/09/2014;1384;2014;17;9;miercoles;dia_habil
18/09/2014;1311;2014;18;9;jueves;dia_habil
19/09/2014;1218;2014;19;9;viernes;dia_habil
20/09/2014;328;2014;20;9;sabado;dia_habil
21/09/2014;0;2014;21;9;domingo;dia_habil
22/09/2014;890;2014;22;9;lunes;dia_habil
23/09/2014;1206;2014;23;9;martes;dia_habil
24/09/2014;1335;2014;24;9;miercoles;dia_habil
25/09/2014;1466;2014;25;9;jueves;dia_habil
26/09/2014;1514;2014;26;9;viernes;dia_habil
27/09/2014;469;2014;27;9;sabado;dia_habil
28/09/2014;10;2014;28;9;domingo;dia_habil
29/09/2014;1285;2014;29;9;lunes;dia_habil
30/09/2014;2026;2014;30;9;martes;dia_habil
1/10/2014;1156;2014;1;10;miercoles;dia_habil
2/10/2014;1286;2014;2;10;jueves;dia_habil
3/10/2014;1165;2014;3;10;viernes;dia_habil
4/10/2014;333;2014;4;10;sabado;dia_habil
5/10/2014;0;2014;5;10;domingo;dia_habil
6/10/2014;929;2014;6;10;lunes;dia_habil
7/10/2014;1290;2014;7;10;martes;dia_habil
8/10/2014;1457;2014;8;10;miercoles;dia_habil
9/10/2014;989;2014;9;10;jueves;dia_habil
10/10/2014;1861;2014;10;10;viernes;dia_habil
11/10/2014;370;2014;11;10;sabado;dia_habil
12/10/2014;5;2014;12;10;domingo;dia_habil
13/10/2014;0;2014;13;10;lunes;festivo
14/10/2014;969;2014;14;10;martes;dia_habil
15/10/2014;1261;2014;15;10;miercoles;dia_habil
16/10/2014;1369;2014;16;10;jueves;dia_habil
17/10/2014;1349;2014;17;10;viernes;dia_habil
18/10/2014;389;2014;18;10;sabado;dia_habil
19/10/2014;2;2014;19;10;domingo;dia_habil
20/10/2014;931;2014;20;10;lunes;dia_habil
21/10/2014;1175;2014;21;10;martes;dia_habil
22/10/2014;1360;2014;22;10;miercoles;dia_habil
23/10/2014;1344;2014;23;10;jueves;dia_habil
24/10/2014;1404;2014;24;10;viernes;dia_habil
25/10/2014;373;2014;25;10;sabado;dia_habil
26/10/2014;0;2014;26;10;domingo;dia_habil
27/10/2014;1095;2014;27;10;lunes;dia_habil
28/10/2014;1459;2014;28;10;martes;dia_habil
29/10/2014;1871;2014;29;10;miercoles;dia_habil
30/10/2014;1827;2014;30;10;jueves;dia_habil
31/10/2014;2514;2014;31;10;viernes;brujas
1/11/2014;230;2014;1;11;sabado;dia_habil
2/11/2014;1;2014;2;11;domingo;dia_habil
3/11/2014;0;2014;3;11;lunes;festivo
4/11/2014;674;2014;4;11;martes;dia_habil
5/11/2014;959;2014;5;11;miercoles;dia_habil
6/11/2014;1373;2014;6;11;jueves;dia_habil
7/11/2014;1360;2014;7;11;viernes;dia_habil
8/11/2014;350;2014;8;11;sabado;dia_habil
9/11/2014;0;2014;9;11;domingo;dia_habil
10/11/2014;852;2014;10;11;lunes;dia_habil
11/11/2014;473;2014;11;11;martes;dia_habil
12/11/2014;1681;2014;12;11;miercoles;dia_habil
13/11/2014;1596;2014;13;11;jueves;dia_habil
14/11/2014;1535;2014;14;11;viernes;dia_habil
15/11/2014;391;2014;15;11;sabado;dia_habil
16/11/2014;23;2014;16;11;domingo;dia_habil
17/11/2014;0;2014;17;11;lunes;festivo
18/11/2014;915;2014;18;11;martes;dia_habil
19/11/2014;1192;2014;19;11;miercoles;dia_habil
20/11/2014;1137;2014;20;11;jueves;dia_habil
21/11/2014;1558;2014;21;11;viernes;dia_habil
22/11/2014;422;2014;22;11;sabado;dia_habil
23/11/2014;0;2014;23;11;domingo;dia_habil
24/11/2014;1080;2014;24;11;lunes;dia_habil
25/11/2014;1333;2014;25;11;martes;dia_habil
26/11/2014;1555;2014;26;11;miercoles;dia_habil
27/11/2014;1784;2014;27;11;jueves;dia_habil
28/11/2014;2098;2014;28;11;viernes;dia_habil
29/11/2014;1175;2014;29;11;sabado;dia_habil
30/11/2014;69;2014;30;11;domingo;dia_habil
1/12/2014;684;2014;1;12;lunes;dia_habil
2/12/2014;1055;2014;2;12;martes;dia_habil
3/12/2014;1285;2014;3;12;miercoles;dia_habil
4/12/2014;1699;2014;4;12;jueves;dia_habil
5/12/2014;1769;2014;5;12;viernes;dia_habil
6/12/2014;348;2014;6;12;sabado;dia_habil
7/12/2014;1;2014;7;12;domingo;dia_habil
8/12/2014;0;2014;8;12;lunes;festivo
9/12/2014;1175;2014;9;12;martes;dia_habil
10/12/2014;1786;2014;10;12;miercoles;dia_habil
11/12/2014;1864;2014;11;12;jueves;dia_habil
12/12/2014;2289;2014;12;12;viernes;dia_habil
13/12/2014;700;2014;13;12;sabado;dia_habil
14/12/2014;1;2014;14;12;domingo;dia_habil
15/12/2014;1516;2014;15;12;lunes;dia_habil
16/12/2014;1941;2014;16;12;martes;dia_habil
17/12/2014;2108;2014;17;12;miercoles;dia_habil
18/12/2014;2360;2014;18;12;jueves;dia_habil
19/12/2014;2391;2014;19;12;viernes;dia_habil
20/12/2014;624;2014;20;12;sabado;dia_habil
21/12/2014;1;2014;21;12;domingo;dia_habil
22/12/2014;1415;2014;22;12;lunes;dia_habil
23/12/2014;2593;2014;23;12;martes;dia_habil
24/12/2014;1909;2014;24;12;miercoles;dia_habil
25/12/2014;0;2014;25;12;jueves;navidad
26/12/2014;1656;2014;26;12;viernes;dia_habil
27/12/2014;983;2014;27;12;sabado;dia_habil
28/12/2014;0;2014;28;12;domingo;dia_habil
29/12/2014;2106;2014;29;12;lunes;dia_habil
30/12/2014;3437;2014;30;12;martes;dia_habil
31/12/2014;822;2014;31;12;miercoles;a_viejo
1/01/2015;0;2015;1;1;jueves;a_nuevo
2/01/2015;117;2015;2;1;viernes;dia_habil
3/01/2015;76;2015;3;1;sabado;dia_habil
4/01/2015;0;2015;4;1;domingo;dia_habil
5/01/2015;325;2015;5;1;lunes;dia_habil
6/01/2015;739;2015;6;1;martes;dia_habil
7/01/2015;1128;2015;7;1;miercoles;dia_habil
8/01/2015;1067;2015;8;1;jueves;dia_habil
9/01/2015;1180;2015;9;1;viernes;dia_habil
10/01/2015;377;2015;10;1;sabado;dia_habil
11/01/2015;0;2015;11;1;domingo;dia_habil
12/01/2015;2;2015;12;1;lunes;festivo
13/01/2015;859;2015;13;1;martes;dia_habil
14/01/2015;1111;2015;14;1;miercoles;dia_habil
15/01/2015;949;2015;15;1;jueves;dia_habil
16/01/2015;1271;2015;16;1;viernes;dia_habil
17/01/2015;394;2015;17;1;sabado;dia_habil
18/01/2015;0;2015;18;1;domingo;dia_habil
19/01/2015;811;2015;19;1;lunes;dia_habil
20/01/2015;1097;2015;20;1;martes;dia_habil
21/01/2015;1169;2015;21;1;miercoles;dia_habil
22/01/2015;1044;2015;22;1;jueves;dia_habil
23/01/2015;772;2015;23;1;viernes;dia_habil
24/01/2015;323;2015;24;1;sabado;dia_habil
25/01/2015;0;2015;25;1;domingo;dia_habil
26/01/2015;731;2015;26;1;lunes;dia_habil
27/01/2015;1164;2015;27;1;martes;dia_habil
28/01/2015;1171;2015;28;1;miercoles;dia_habil
29/01/2015;1250;2015;29;1;jueves;dia_habil
30/01/2015;1580;2015;30;1;viernes;dia_habil
31/01/2015;659;2015;31;1;sabado;dia_habil
1/02/2015;1;2015;1;2;domingo;dia_habil
2/02/2015;739;2015;2;2;lunes;dia_habil
3/02/2015;880;2015;3;2;martes;dia_habil
4/02/2015;1033;2015;4;2;miercoles;dia_habil
5/02/2015;1016;2015;5;2;jueves;dia_habil
6/02/2015;1181;2015;6;2;viernes;dia_habil
7/02/2015;312;2015;7;2;sabado;dia_habil
8/02/2015;0;2015;8;2;domingo;dia_habil
9/02/2015;856;2015;9;2;lunes;dia_habil
10/02/2015;1074;2015;10;2;martes;dia_habil
11/02/2015;1203;2015;11;2;miercoles;dia_habil
12/02/2015;1145;2015;12;2;jueves;dia_habil
13/02/2015;1091;2015;13;2;viernes;dia_habil
14/02/2015;274;2015;14;2;sabado;dia_habil
15/02/2015;1;2015;15;2;domingo;dia_habil
16/02/2015;667;2015;16;2;lunes;festivo
17/02/2015;994;2015;17;2;martes;dia_habil
18/02/2015;1081;2015;18;2;miercoles;dia_habil
19/02/2015;1136;2015;19;2;jueves;dia_habil
20/02/2015;1121;2015;20;2;viernes;dia_habil
21/02/2015;331;2015;21;2;sabado;dia_habil
22/02/2015;22;2015;22;2;domingo;dia_habil
23/02/2015;787;2015;23;2;lunes;dia_habil
24/02/2015;1153;2015;24;2;martes;dia_habil
25/02/2015;1242;2015;25;2;miercoles;dia_habil
26/02/2015;1188;2015;26;2;jueves;dia_habil
27/02/2015;1791;2015;27;2;viernes;dia_habil
28/02/2015;691;2015;28;2;sabado;dia_habil
1/03/2015;0;2015;1;3;domingo;dia_habil
2/03/2015;438;2015;2;3;lunes;dia_habil
3/03/2015;1071;2015;3;3;martes;dia_habil
4/03/2015;1129;2015;4;3;miercoles;dia_habil
5/03/2015;1310;2015;5;3;jueves;dia_habil
6/03/2015;1126;2015;6;3;viernes;dia_habil
7/03/2015;293;2015;7;3;sabado;dia_habil
8/03/2015;1;2015;8;3;domingo;dia_habil
9/03/2015;665;2015;9;3;lunes;dia_habil
10/03/2015;1051;2015;10;3;martes;dia_habil
11/03/2015;1196;2015;11;3;miercoles;dia_habil
12/03/2015;1184;2015;12;3;jueves;dia_habil
13/03/2015;1141;2015;13;3;viernes;dia_habil
14/03/2015;314;2015;14;3;sabado;dia_habil
15/03/2015;0;2015;15;3;domingo;dia_habil
16/03/2015;734;2015;16;3;lunes;dia_habil
17/03/2015;974;2015;17;3;martes;dia_habil
18/03/2015;1118;2015;18;3;miercoles;dia_habil
19/03/2015;1091;2015;19;3;jueves;dia_habil
20/03/2015;1210;2015;20;3;viernes;dia_habil
21/03/2015;312;2015;21;3;sabado;dia_habil
22/03/2015;0;2015;22;3;domingo;dia_habil
23/03/2015;0;2015;23;3;lunes;festivo
24/03/2015;862;2015;24;3;martes;dia_habil
25/03/2015;1098;2015;25;3;miercoles;dia_habil
26/03/2015;1174;2015;26;3;jueves;dia_habil
27/03/2015;1723;2015;27;3;viernes;dia_habil
28/03/2015;541;2015;28;3;sabado;dia_habil
29/03/2015;29;2015;29;3;domingo;sem_santa
30/03/2015;1333;2015;30;3;lunes;sem_santa
31/03/2015;1692;2015;31;3;martes;sem_santa
1/04/2015;613;2015;1;4;miercoles;sem_santa
2/04/2015;0;2015;2;4;jueves;sem_santa
3/04/2015;0;2015;3;4;viernes;sem_santa
4/04/2015;1;2015;4;4;sabado;sem_santa
5/04/2015;0;2015;5;4;domingo;dia_habil
6/04/2015;634;2015;6;4;lunes;dia_habil
7/04/2015;882;2015;7;4;martes;dia_habil
8/04/2015;1030;2015;8;4;miercoles;dia_habil
9/04/2015;1098;2015;9;4;jueves;dia_habil
10/04/2015;1110;2015;10;4;viernes;dia_habil
11/04/2015;316;2015;11;4;sabado;dia_habil
12/04/2015;0;2015;12;4;domingo;dia_habil
13/04/2015;740;2015;13;4;lunes;dia_habil
14/04/2015;1112;2015;14;4;martes;dia_habil
15/04/2015;1114;2015;15;4;miercoles;dia_habil
16/04/2015;1072;2015;16;4;jueves;dia_habil
17/04/2015;1086;2015;17;4;viernes;dia_habil
18/04/2015;251;2015;18;4;sabado;dia_habil
19/04/2015;11;2015;19;4;domingo;dia_habil
20/04/2015;749;2015;20;4;lunes;dia_habil
21/04/2015;972;2015;21;4;martes;dia_habil
22/04/2015;1042;2015;22;4;miercoles;dia_habil
23/04/2015;1089;2015;23;4;jueves;dia_habil
24/04/2015;1042;2015;24;4;viernes;dia_habil
25/04/2015;383;2015;25;4;sabado;dia_habil
26/04/2015;0;2015;26;4;domingo;dia_habil
27/04/2015;816;2015;27;4;lunes;dia_habil
28/04/2015;1326;2015;28;4;martes;dia_habil
29/04/2015;1487;2015;29;4;miercoles;dia_habil
30/04/2015;2007;2015;30;4;jueves;dia_habil
1/05/2015;0;2015;1;5;viernes;festivo
2/05/2015;117;2015;2;5;sabado;dia_habil
3/05/2015;0;2015;3;5;domingo;dia_habil
4/05/2015;555;2015;4;5;lunes;dia_habil
5/05/2015;839;2015;5;5;martes;dia_habil
6/05/2015;1005;2015;6;5;miercoles;dia_habil
7/05/2015;1183;2015;7;5;jueves;dia_habil
8/05/2015;1212;2015;8;5;viernes;dia_habil
9/05/2015;310;2015;9;5;sabado;dia_habil
10/05/2015;0;2015;10;5;domingo;madres
11/05/2015;797;2015;11;5;lunes;dia_habil
12/05/2015;1091;2015;12;5;martes;dia_habil
13/05/2015;1107;2015;13;5;miercoles;dia_habil
14/05/2015;1222;2015;14;5;jueves;dia_habil
15/05/2015;1203;2015;15;5;viernes;dia_habil
16/05/2015;327;2015;16;5;sabado;dia_habil
17/05/2015;2;2015;17;5;domingo;dia_habil
18/05/2015;0;2015;18;5;lunes;festivo
19/05/2015;792;2015;19;5;martes;dia_habil
20/05/2015;1034;2015;20;5;miercoles;dia_habil
21/05/2015;1065;2015;21;5;jueves;dia_habil
22/05/2015;1159;2015;22;5;viernes;dia_habil
23/05/2015;323;2015;23;5;sabado;dia_habil
24/05/2015;0;2015;24;5;domingo;dia_habil
25/05/2015;916;2015;25;5;lunes;dia_habil
26/05/2015;1174;2015;26;5;martes;dia_habil
27/05/2015;1244;2015;27;5;miercoles;dia_habil
28/05/2015;1419;2015;28;5;jueves;dia_habil
29/05/2015;1725;2015;29;5;viernes;dia_habil
30/05/2015;827;2015;30;5;sabado;dia_habil
31/05/2015;1;2015;31;5;domingo;dia_habil
1/06/2015;524;2015;1;6;lunes;dia_habil
2/06/2015;820;2015;2;6;martes;dia_habil
3/06/2015;1033;2015;3;6;miercoles;dia_habil
4/06/2015;1201;2015;4;6;jueves;dia_habil
5/06/2015;1180;2015;5;6;viernes;dia_habil
6/06/2015;334;2015;6;6;sabado;dia_habil
7/06/2015;2;2015;7;6;domingo;dia_habil
8/06/2015;0;2015;8;6;lunes;festivo
9/06/2015;808;2015;9;6;martes;dia_habil
10/06/2015;1149;2015;10;6;miercoles;dia_habil
11/06/2015;1233;2015;11;6;jueves;dia_habil
12/06/2015;1239;2015;12;6;viernes;dia_habil
13/06/2015;437;2015;13;6;sabado;dia_habil
14/06/2015;0;2015;14;6;domingo;dia_habil
15/06/2015;0;2015;15;6;lunes;festivo
16/06/2015;732;2015;16;6;martes;dia_habil
17/06/2015;1051;2015;17;6;miercoles;dia_habil
18/06/2015;1169;2015;18;6;jueves;dia_habil
19/06/2015;1141;2015;19;6;viernes;dia_habil
20/06/2015;397;2015;20;6;sabado;dia_habil
21/06/2015;0;2015;21;6;domingo;dia_habil
22/06/2015;686;2015;22;6;lunes;dia_habil
23/06/2015;1188;2015;23;6;martes;dia_habil
24/06/2015;1236;2015;24;6;miercoles;dia_habil
25/06/2015;1463;2015;25;6;jueves;dia_habil
26/06/2015;1420;2015;26;6;viernes;dia_habil
27/06/2015;530;2015;27;6;sabado;dia_habil
28/06/2015;7;2015;28;6;domingo;dia_habil
29/06/2015;0;2015;29;6;lunes;festivo
30/06/2015;1643;2015;30;6;martes;dia_habil
1/07/2015;743;2015;1;7;miercoles;dia_habil
2/07/2015;985;2015;2;7;jueves;dia_habil
3/07/2015;1099;2015;3;7;viernes;dia_habil
4/07/2015;310;2015;4;7;sabado;dia_habil
5/07/2015;2;2015;5;7;domingo;dia_habil
6/07/2015;639;2015;6;7;lunes;dia_habil
7/07/2015;1088;2015;7;7;martes;dia_habil
8/07/2015;1257;2015;8;7;miercoles;dia_habil
9/07/2015;1201;2015;9;7;jueves;dia_habil
10/07/2015;1226;2015;10;7;viernes;dia_habil
11/07/2015;364;2015;11;7;sabado;dia_habil
12/07/2015;20;2015;12;7;domingo;dia_habil
13/07/2015;864;2015;13;7;lunes;dia_habil
14/07/2015;1080;2015;14;7;martes;dia_habil
15/07/2015;1226;2015;15;7;miercoles;dia_habil
16/07/2015;1182;2015;16;7;jueves;dia_habil
17/07/2015;1002;2015;17;7;viernes;dia_habil
18/07/2015;324;2015;18;7;sabado;dia_habil
19/07/2015;0;2015;19;7;domingo;dia_habil
20/07/2015;0;2015;20;7;lunes;festivo
21/07/2015;731;2015;21;7;martes;dia_habil
22/07/2015;1041;2015;22;7;miercoles;dia_habil
23/07/2015;1329;2015;23;7;jueves;dia_habil
24/07/2015;1110;2015;24;7;viernes;dia_habil
25/07/2015;420;2015;25;7;sabado;dia_habil
26/07/2015;8;2015;26;7;domingo;dia_habil
27/07/2015;1010;2015;27;7;lunes;dia_habil
28/07/2015;1322;2015;28;7;martes;dia_habil
29/07/2015;1486;2015;29;7;miercoles;dia_habil
30/07/2015;1589;2015;30;7;jueves;dia_habil
31/07/2015;2083;2015;31;7;viernes;dia_habil
1/08/2015;244;2015;1;8;sabado;dia_habil
2/08/2015;0;2015;2;8;domingo;dia_habil
3/08/2015;651;2015;3;8;lunes;dia_habil
4/08/2015;1023;2015;4;8;martes;dia_habil
5/08/2015;1211;2015;5;8;miercoles;dia_habil
6/08/2015;1254;2015;6;8;jueves;dia_habil
7/08/2015;28;2015;7;8;viernes;festivo
8/08/2015;245;2015;8;8;sabado;dia_habil
9/08/2015;0;2015;9;8;domingo;dia_habil
10/08/2015;865;2015;10;8;lunes;dia_habil
11/08/2015;1143;2015;11;8;martes;dia_habil
12/08/2015;1157;2015;12;8;miercoles;dia_habil
13/08/2015;1194;2015;13;8;jueves;dia_habil
14/08/2015;1103;2015;14;8;viernes;dia_habil
15/08/2015;361;2015;15;8;sabado;dia_habil
16/08/2015;4;2015;16;8;domingo;dia_habil
17/08/2015;0;2015;17;8;lunes;festivo
18/08/2015;724;2015;18;8;martes;dia_habil
19/08/2015;1061;2015;19;8;miercoles;dia_habil
20/08/2015;1097;2015;20;8;jueves;dia_habil
21/08/2015;1209;2015;21;8;viernes;dia_habil
22/08/2015;394;2015;22;8;sabado;dia_habil
23/08/2015;1;2015;23;8;domingo;dia_habil
24/08/2015;745;2015;24;8;lunes;dia_habil
25/08/2015;1207;2015;25;8;martes;dia_habil
26/08/2015;1277;2015;26;8;miercoles;dia_habil
27/08/2015;1298;2015;27;8;jueves;dia_habil
28/08/2015;1586;2015;28;8;viernes;dia_habil
29/08/2015;541;2015;29;8;sabado;dia_habil
30/08/2015;20;2015;30;8;domingo;dia_habil
31/08/2015;1686;2015;31;8;lunes;dia_habil
1/09/2015;744;2015;1;9;martes;dia_habil
2/09/2015;896;2015;2;9;miercoles;dia_habil
3/09/2015;953;2015;3;9;jueves;dia_habil
4/09/2015;1198;2015;4;9;viernes;dia_habil
5/09/2015;298;2015;5;9;sabado;dia_habil
6/09/2015;1;2015;6;9;domingo;dia_habil
7/09/2015;898;2015;7;9;lunes;dia_habil
8/09/2015;1095;2015;8;9;martes;dia_habil
9/09/2015;1230;2015;9;9;miercoles;dia_habil
10/09/2015;1214;2015;10;9;jueves;dia_habil
11/09/2015;1141;2015;11;9;viernes;dia_habil
12/09/2015;371;2015;12;9;sabado;dia_habil
13/09/2015;0;2015;13;9;domingo;dia_habil
14/09/2015;832;2015;14;9;lunes;dia_habil
15/09/2015;1053;2015;15;9;martes;dia_habil
16/09/2015;1057;2015;16;9;miercoles;dia_habil
17/09/2015;1115;2015;17;9;jueves;dia_habil
18/09/2015;1034;2015;18;9;viernes;dia_habil
19/09/2015;244;2015;19;9;sabado;dia_habil
20/09/2015;2;2015;20;9;domingo;dia_habil
21/09/2015;519;2015;21;9;lunes;dia_habil
22/09/2015;1054;2015;22;9;martes;dia_habil
23/09/2015;1199;2015;23;9;miercoles;dia_habil
24/09/2015;1110;2015;24;9;jueves;dia_habil
25/09/2015;985;2015;25;9;viernes;dia_habil
26/09/2015;347;2015;26;9;sabado;dia_habil
27/09/2015;0;2015;27;9;domingo;dia_habil
28/09/2015;939;2015;28;9;lunes;dia_habil
29/09/2015;1365;2015;29;9;martes;dia_habil
30/09/2015;2121;2015;30;9;miercoles;dia_habil
1/10/2015;774;2015;1;10;jueves;dia_habil
2/10/2015;819;2015;2;10;viernes;dia_habil
3/10/2015;242;2015;3;10;sabado;dia_habil
4/10/2015;0;2015;4;10;domingo;dia_habil
5/10/2015;617;2015;5;10;lunes;dia_habil
6/10/2015;1012;2015;6;10;martes;dia_habil
7/10/2015;993;2015;7;10;miercoles;dia_habil
8/10/2015;992;2015;8;10;jueves;dia_habil
